,length,tweets
79,126,奇しくも同年春センバツ・第84回大会の決勝で敗れた大阪桐蔭との再戦となったが、0-3と惜しくも敗れ、夏の甲子園では2年連続（選抜大会も含めると3季連続）の準優勝に終わった。- 全国高等学校野球選手権青森大会 http://ja.wikipedia.org/wiki/%E5%85%A8%E5%9B%BD%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E9%87%8E%E7%90%83%E9%81%B8%E6%89%8B%E6%A8%A9%E9%9D%92%E6%A3%AE%E5%A4%A7%E4%BC%9A
80,118,東ローマ皇帝のレオーン3世は奇しくもグレゴリウス3世と同じ年に他界しており、息子のコンスタンティノス5世コプロニュモスが跡を継いでいた。- ザカリアス (ローマ教皇) http://ja.wikipedia.org/wiki/%E3%82%B6%E3%82%AB%E3%83%AA%E3%82%A2%E3%82%B9%20%28%E3%83%AD%E3%83%BC%E3%83%9E%E6%95%99%E7%9A%87%29
81,112,生きていくことに前向きな歌詞とは裏腹に、奇しくも表題曲を歌ったテレサと坂井は両者とも本曲が収録されたCDが発売された2年後に40代の若さで急死している。- あなたと共に生きてゆく http://ja.wikipedia.org/wiki/%E3%81%82%E3%81%AA%E3%81%9F%E3%81%A8%E5%85%B1%E3%81%AB%E7%94%9F%E3%81%8D%E3%81%A6%E3%82%86%E3%81%8F
82,141,奇しくもこれらのタイトルはイアンの死を予感させるもので、ピーター・フックは「事実をすべて知ったとき、このアルバムを見返して、何もかもに鳥肌がたってしまった」と語っている。- クローサー (ジョイ・ディヴィジョンのアルバム) http://ja.wikipedia.org/wiki/%E3%82%AF%E3%83%AD%E3%83%BC%E3%82%B5%E3%83%BC%20%28%E3%82%B8%E3%83%A7%E3%82%A4%E3%83%BB%E3%83%87%E3%82%A3%E3%83%B4%E3%82%A3%E3%82%B8%E3%83%A7%E3%83%B3%E3%81%AE%E3%82%A2%E3%83%AB%E3%83%90%E3%83%A0%29
83,94,なお、「111」は、奇しくも真部の棋士番号と同じであり、第112回（2006年7月号）の文章の冒頭でも真部がそのことに触れている。- 真部一男 http://ja.wikipedia.org/wiki/%E7%9C%9F%E9%83%A8%E4%B8%80%E7%94%B7
84,135,東宝の副社長をつとめた藤本とは奇しくも同年・同月同日生まれながら、薩摩出身と長州出身、母校もそれぞれ早稲田と慶應義塾、監督とプロデューサー、組合幹部と経営幹部と、常に対立関係にありつつ共に働くという間柄であった。- 山本薩夫 http://ja.wikipedia.org/wiki/%E5%B1%B1%E6%9C%AC%E8%96%A9%E5%A4%AB
85,97,2010年はタイのムアントン・ユナイテッドに移籍したが、背番号は28。「2+8=10」という、奇しくも山形入団初年度と同じ事態が起こった。- 財前宣之 http://ja.wikipedia.org/wiki/%E8%B2%A1%E5%89%8D%E5%AE%A3%E4%B9%8B
86,75,奇しくもアルフォンソ5世が死去した同年にカリストゥス3世も死去した。- アルフォンソ5世 (アラゴン王) http://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AB%E3%83%95%E3%82%A9%E3%83%B3%E3%82%BD5%E4%B8%96%20%28%E3%82%A2%E3%83%A9%E3%82%B4%E3%83%B3%E7%8E%8B%29
87,145,北や皇道派軍人の掲げていた政策の大部分は奇しくも敗戦を契機として、かねてより『日本改造法案大綱』を賞賛していたGHQ幕僚部民政局の指導の元に達成されることになる。- 昭和維新 http://ja.wikipedia.org/wiki/%E6%98%AD%E5%92%8C%E7%B6%AD%E6%96%B0
88,125, 奇しくも1966(昭和41)年から1968(昭和43)年にかけた3年間は、史上最多の第一次団塊世代(18歳人口最多は1966年249万)の大学受験となり、未曾有のブルース受験生が誕生 した。- 螢雪時代 http://ja.wikipedia.org/wiki/%E8%9E%A2%E9%9B%AA%E6%99%82%E4%BB%A3
89,135,しかし問題はないと判断され、ディスカバリーは予定通りに無事帰還した。なおこの時、日本人の野口聡一も搭乗していた。また、奇しくもスペースシャトル史上2度の大事故の後の初飛行はいずれもこの機体である。- ディスカバリー (オービタ) http://ja.wikipedia.org/wiki/%E3%83%87%E3%82%A3%E3%82%B9%E3%82%AB%E3%83%90%E3%83%AA%E3%83%BC%20%28%E3%82%AA%E3%83%BC%E3%83%93%E3%82%BF%29
90,109,その後、幕府の政治はそれまでの武断政治から、法律や学問によって世を治める文治政治へと移行していくことになり、奇しくも正雪らの掲げた理念に沿った世になっていった。- 慶安の変 http://ja.wikipedia.org/wiki/%E6%85%B6%E5%AE%89%E3%81%AE%E5%A4%89
91,216,この時、後にジョンの妻となるオノ・ヨーコもレコーディング作業を見学しており、「ミュージック・ライフ」のカメラマンによって撮影された親しげに談笑するジョンとヨーコのスナップが、恐らく世界で初めて撮影されたジョンとヨーコのツーショット写真である(奇しくも同時期、ロンドンのクラブにてポールとのちの妻リンダ・イーストマンが談笑する初のツーショット写真も撮られている。- フール・オン・ザ・ヒル http://ja.wikipedia.org/wiki/%E3%83%95%E3%83%BC%E3%83%AB%E3%83%BB%E3%82%AA%E3%83%B3%E3%83%BB%E3%82%B6%E3%83%BB%E3%83%92%E3%83%AB
92,155,レシプロ機時代においても、グラマン社のF8Fは汎用性の乏しさから短命に終わり，一方でチャンスボート社のF4Uはその汎用性の高さから1950年代まで生産が続き、奇しくも両社の戦闘機は同じ道を辿っている。- F-11 (戦闘機) http://ja.wikipedia.org/wiki/F-11%20%28%E6%88%A6%E9%97%98%E6%A9%9F%29
93,118,デビュー前に『フレディVSジェイソン』という映画の絵コンテを作っていた。奇しくもまったく同じ企画の『フレディVSジェイソン』が公開されたが、北村はその映画を「良かった」と評価した。- 北村龍平 http://ja.wikipedia.org/wiki/%E5%8C%97%E6%9D%91%E9%BE%8D%E5%B9%B3
94,110,この3年後の同日に奇しくも異母兄の時氏も死去し - 北条時実 http://ja.wikipedia.org/wiki/%E5%8C%97%E6%9D%A1%E6%99%82%E5%AE%9F
95,95,享年42。死因は頬の出来物の悪化を苦にしての自害という。なお、死んだ日は奇しくも織田信長の命日と同日であり、信長を刺した祟りと噂された。- 安田国継 http://ja.wikipedia.org/wiki/%E5%AE%89%E7%94%B0%E5%9B%BD%E7%B6%99
96,169,1985年頃から、一般形気動車において、ローカル線のイメージアップのため、線区ごと・地区ごとのカラーリングが採用されることになり（この線区ごとのカラーリングの嚆矢は、奇しくも本色が最初に採用された相模線であった） - 朱色5号 http://ja.wikipedia.org/wiki/%E6%9C%B1%E8%89%B25%E5%8F%B7
97,91,（同様のケースは、1990年1月場所後に急死した龍興山一人の例がある。奇しくも小ノヶ崎とは全く同じの東前頭5枚目だった）。- 小ノヶ崎仙吉 http://ja.wikipedia.org/wiki/%E5%B0%8F%E3%83%8E%E3%83%B6%E5%B4%8E%E4%BB%99%E5%90%89
98,123,州成立は急がれて10月31日のこととなり、奇しくもハロウィーンの日となり、エイブラハム・リンカーン大統領の再選と、南北戦争後の共和党の議会多数支配を確実にした。- ネバダ州の歴史 http://ja.wikipedia.org/wiki/%E3%83%8D%E3%83%90%E3%83%80%E5%B7%9E%E3%81%AE%E6%AD%B4%E5%8F%B2
99,115,中学時代から柔道を中心に独自にレスラーになる為のトレーニングを行っていた。結果的に、1期生と同等の基礎体力を持って入団する事になる。奇しくも里村明衣子と同じ経歴を持っている。- 石野由加莉 http://ja.wikipedia.org/wiki/%E7%9F%B3%E9%87%8E%E7%94%B1%E5%8A%A0%E8%8E%89
100,96,浜田の最後のEP盤となった。奇しくも浜田のEP盤の歴史は限定盤を除き、『二人の夏』に始まり『二人の夏』に終わっている。- 二人の夏 (浜田省吾の曲) http://ja.wikipedia.org/wiki/%E4%BA%8C%E4%BA%BA%E3%81%AE%E5%A4%8F%20%28%E6%B5%9C%E7%94%B0%E7%9C%81%E5%90%BE%E3%81%AE%E6%9B%B2%29
101,144,1997年8月29日、肺癌のため入院していた病院で、肝不全により死去。奇しくも命日に本人が出演した愛の劇場『ラブの贈りもの2』の最終回が放送され、これが俳優としての遺作となった。- 藤田敏八 http://ja.wikipedia.org/wiki/%E8%97%A4%E7%94%B0%E6%95%8F%E5%85%AB
102,80,また、発売日は奇しくもCMの舞台、東北地方が被災した東日本大震災が発生した2011年3月11日である。- 林檎の花 http://ja.wikipedia.org/wiki/%E6%9E%97%E6%AA%8E%E3%81%AE%E8%8A%B1
103,124,作中にも悟少年の祖父の遺影として本多の肖像が使用されている。奇しくも本多が亡くなったのは大林が「水の旅人」をゴジラ撮影のホームグラウンド東宝撮影所で撮影している最中のことであった。- 水の旅人 侍KIDS http://ja.wikipedia.org/wiki/%E6%B0%B4%E3%81%AE%E6%97%85%E4%BA%BA%20%E4%BE%8DKIDS
104,121,フジノパーシア、キタノカチドキ、カーネルシンボリといった強豪揃いの中、7番人気という評価を覆して優勝。当時の4歳馬の優勝は奇しくも同じ馬主のイシノヒカル以来、3年ぶり3頭目であった。- イシノアラシ http://ja.wikipedia.org/wiki/%E3%82%A4%E3%82%B7%E3%83%8E%E3%82%A2%E3%83%A9%E3%82%B7
105,249,しかし、奇しくも1997年に相次いで発表されたルノー・カングーとプジョー・パルトネ / シトロエン・ベルランゴは、従来から備わっていた乗用MPV|ユーティリティービークル（一時の日本でのレクリエーショナル・ビークル|RVの解釈にも近い）としての資質をさらに高めるため、専用のフロントボディーを与え、屋根全体をスムーズなラインでハイルーフ化し、スライドドア|スライド式のリアドアを持つ4ドア車を追加した。- ライトバン http://ja.wikipedia.org/wiki/%E3%83%A9%E3%82%A4%E3%83%88%E3%83%90%E3%83%B3
106,103,2004年3月24日リリース。奇しくもリリース2ヶ月前にリーダーの清水和彦が交通事故で亡くなってしまい、そのことが売り上げを大きく上げた。- HAPPY★BEST http://ja.wikipedia.org/wiki/HAPPY%E2%98%85BEST
107,126,2014年2月19日にキングレコードから発売された。宮野のシングルとしては前作「カノン」から10か月ぶりのリリースで、奇しくもシングルの枚数と同一になっている。- NEW ORDER http://ja.wikipedia.org/wiki/NEW%20ORDER
108,127,また2008年（平成20年）7月28日には、都賀川で大雨により水位が急上昇し、川付近にいた人が犠牲になる都賀川水難事故が起こった（奇しくも阪神大水害からちょうど70年後の惨事となってしまった）。- 阪神大水害 http://ja.wikipedia.org/wiki/%E9%98%AA%E7%A5%9E%E5%A4%A7%E6%B0%B4%E5%AE%B3
109,61,奇しくも同じ市ヶ谷台で、益田は2件の自決に立ち会ったことになる。- 益田兼利 http://ja.wikipedia.org/wiki/%E7%9B%8A%E7%94%B0%E5%85%BC%E5%88%A9
110,115,奇しくもセ・リーグでは、その年から「審判4人制」がスタートしたばかりであり、またそれに伴って定年年齢である55歳以上の審判員の大半が引退した（残ったのは岡田功と大里だけ）。- 大里晴信 http://ja.wikipedia.org/wiki/%E5%A4%A7%E9%87%8C%E6%99%B4%E4%BF%A1
111,83,なお『サンデーヒットパレード』の放送枠は、奇しくも本シリーズと同じ日曜1900 - 1930だった。- 資生堂青春アワー http://ja.wikipedia.org/wiki/%E8%B3%87%E7%94%9F%E5%A0%82%E9%9D%92%E6%98%A5%E3%82%A2%E3%83%AF%E3%83%BC
112,103,その豊真将は2014年3月場所に十両で初日から14連勝したが千秋楽に敗れるという逆の経験もしており、奇しくも千秋楽に豊真将を倒したのは大道であった。- 負け越し http://ja.wikipedia.org/wiki/%E8%B2%A0%E3%81%91%E8%B6%8A%E3%81%97
113,124,しかし、アニメ制作部門がスポンサー降板などの理由のため仕事が減り、その社員も次第に他社へ引き抜かれてしまい、1971年（昭和46年）に解散。その際にされた清算は奇しくも0円だったという。- スタジオ・ゼロ http://ja.wikipedia.org/wiki/%E3%82%B9%E3%82%BF%E3%82%B8%E3%82%AA%E3%83%BB%E3%82%BC%E3%83%AD
114,94,同じくヤマトの新人乗組員である揚羽武とは少年宇宙戦士訓練学校の同期の親友でもあるが、奇しくも物語終盤で共に命を落とすこととなった。- 土門竜介 http://ja.wikipedia.org/wiki/%E5%9C%9F%E9%96%80%E7%AB%9C%E4%BB%8B
115,114,"。このフライトではコールサインに合併前のバリュージェットに使われた""Critter""が用いられた。奇しくも、この路線はバリュージェットの初フライトと同区間に当たる。- エアトラン航空 http://ja.wikipedia.org/wiki/%E3%82%A8%E3%82%A2%E3%83%88%E3%83%A9%E3%83%B3%E8%88%AA%E7%A9%BA"
116,87,11月23日、伊175は奇しくもタラワの戦いでタラワ守備隊が玉砕したその日にマキン沖に到着した。- リスカム・ベイ (護衛空母) http://ja.wikipedia.org/wiki/%E3%83%AA%E3%82%B9%E3%82%AB%E3%83%A0%E3%83%BB%E3%83%99%E3%82%A4%20%28%E8%AD%B7%E8%A1%9B%E7%A9%BA%E6%AF%8D%29
117,103,その王将戦を下回る契約金になった事が暗に示され、連盟は契約金の大半を失ったと言われる。奇しくも名人戦問題で増額を勝ち取った直後の出来事である。- 棋聖戦 (将棋) http://ja.wikipedia.org/wiki/%E6%A3%8B%E8%81%96%E6%88%A6%20%28%E5%B0%86%E6%A3%8B%29
118,107,また、『新約「巨人の星」花形』の連載を始めたのは24歳の時であるが、これは奇しくも川崎のぼるが「巨人の星」の連載を開始した年齢と同じである。- 村上よしゆき (漫画家) http://ja.wikipedia.org/wiki/%E6%9D%91%E4%B8%8A%E3%82%88%E3%81%97%E3%82%86%E3%81%8D%20%28%E6%BC%AB%E7%94%BB%E5%AE%B6%29
119,183,三洋電機レッドソアの監督を務めていた藤本幹朗をコーチングスタッフに迎えて臨んだものの、終盤戦のホームゲームでの大一番で奇しくもその三洋電機に敗れ、チャレンジマッチ出場に届かなかった。- 上尾メディックス http://ja.wikipedia.org/wiki/%E4%B8%8A%E5%B0%BE%E3%83%A1%E3%83%87%E3%82%A3%E3%83%83%E3%82%AF%E3%82%B9
120,96,中島では緊急試作を開始し、約11ヶ月後の同年12月8日（奇しくも太平洋戦争勃発の日と同じになった）には試作1号機を初飛行させた。- 二式水上戦闘機 http://ja.wikipedia.org/wiki/%E4%BA%8C%E5%BC%8F%E6%B0%B4%E4%B8%8A%E6%88%A6%E9%97%98%E6%A9%9F
121,117,さらに同大会において、奇しくもKiroroの出身地である沖縄県の沖縄尚学高等学校・附属中学校|沖縄尚学高等学校が初優勝を果たし、また春夏通じて初の沖縄県勢による全国制覇となった。- 長い間 http://ja.wikipedia.org/wiki/%E9%95%B7%E3%81%84%E9%96%93
122,129,生産者はイギリスジョッキークラブ会長のトマス・チャールズ・バンベリー卿。奇しくも非三大始祖父系の最後の名種牡馬マークアンソニー（オルコックアラビアン系）の半弟である。- ハイフライヤー http://ja.wikipedia.org/wiki/%E3%83%8F%E3%82%A4%E3%83%95%E3%83%A9%E3%82%A4%E3%83%A4%E3%83%BC
123,154,奇しくも、その4日後の11月17日に1924年パリ五輪混合ダブルスのパートナーだったコルネリア・ボウマンもこの世を去り、オランダのテニス界は相次いで偉人たちの訃報に接することとなった。- ヘンドリク・ティマー http://ja.wikipedia.org/wiki/%E3%83%98%E3%83%B3%E3%83%89%E3%83%AA%E3%82%AF%E3%83%BB%E3%83%86%E3%82%A3%E3%83%9E%E3%83%BC
124,138,元々この山は金銀を産出したとされ、「銀山」の名もこれに由来するものだと言われている。奇しくも武田山の真北には、かの石見銀山が位置しており、また真南には、武田氏が甲斐より勧請した宇品・神田神社が位置している（当初は東区。- 佐東銀山城 http://ja.wikipedia.org/wiki/%E4%BD%90%E6%9D%B1%E9%8A%80%E5%B1%B1%E5%9F%8E
125,66,現役最後の試合となった最終節は奇しくも彼が11年間所属をした清水戦だった。- 森岡隆三 http://ja.wikipedia.org/wiki/%E6%A3%AE%E5%B2%A1%E9%9A%86%E4%B8%89
126,113,奇しくもホセ・スライマンと同じ44歳でのWBC会長選出を果たしたマウリシオ・スライマンだが、結果的にはWBC会長の座がスライマン父子で世襲された形となった。- 世界ボクシング評議会 http://ja.wikipedia.org/wiki/%E4%B8%96%E7%95%8C%E3%83%9C%E3%82%AF%E3%82%B7%E3%83%B3%E3%82%B0%E8%A9%95%E8%AD%B0%E4%BC%9A
127,139,以後多くの番組で「仕切り」のポジションに立ち、若くして冠番組を多数持つようになる。奇しくも、吉本興業に入った頃のインタビューで淳は将来の夢として「オールナイトニッポンのパーソナリティをやりたい」と語っている。- ロンドンブーツ1号2号 http://ja.wikipedia.org/wiki/%E3%83%AD%E3%83%B3%E3%83%89%E3%83%B3%E3%83%96%E3%83%BC%E3%83%841%E5%8F%B72%E5%8F%B7
128,124,2008年12月23日にくも膜下出血で急死したことが、翌24日放送の『ちちんぷいぷい』の冒頭で伝えられた。奇しくも亡くなる前日である12月22日放送のキッチンぷいぷいが最後のテレビ出演となった。- 李通發 http://ja.wikipedia.org/wiki/%E6%9D%8E%E9%80%9A%E7%99%BC
129,108,佐藤の誕生日である8月9日は奇しくも渥美が亡くなったことを全国に報道された日であり、自分が当時52歳を迎えた当日に渥美が逝去した事が報道されて驚いたという。- 佐藤蛾次郎 http://ja.wikipedia.org/wiki/%E4%BD%90%E8%97%A4%E8%9B%BE%E6%AC%A1%E9%83%8E
130,214,「あばたの敬四郎」を演じる伊東四朗は、かつててんぷくトリオの一員として活動していたが、奇しくも右門捕物帖 (1969年のテレビドラマ)|1969年の中村吉右衛門主演版では、同じてんぷくトリオの一員であった三波伸介 (初代)|三波伸介が「あばたの敬四郎」を演じており、これで戸塚睦夫を除くてんぷくトリオのメンバーが同じ役柄を演じた事になる。- 右門捕物帖 (1982年のテレビドラマ) http://ja.wikipedia.org/wiki/%E5%8F%B3%E9%96%80%E6%8D%95%E7%89%A9%E5%B8%96%20%281982%E5%B9%B4%E3%81%AE%E3%83%86%E3%83%AC%E3%83%93%E3%83%89%E3%83%A9%E3%83%9E%29
131,74,奇しくも終盤に過労と精神ショックが原因で死去していることを示唆するギャグ内容となっていた。- 高橋俊昌 http://ja.wikipedia.org/wiki/%E9%AB%98%E6%A9%8B%E4%BF%8A%E6%98%8C
